language,domain,nlp_tasks,value
Basque,Veterenary,argument mining,0
Basque,Veterenary,anaphora resolution,0
Basque,Agricultural biotechnology,optical character recognition,0
Basque,Agricultural biotechnology,speech recognition,0
Basque,Agricultural biotechnology,speech segmentation,0
Basque,Agricultural biotechnology,text-to-speech,0
Basque,Agricultural biotechnology,word segmentation,0
Basque,Agricultural biotechnology,lemmatization,0
Basque,Agricultural biotechnology,morphological segmentation,0
Basque,Agricultural biotechnology,part-of-speech tagging,0
Basque,Agricultural biotechnology,stemming,0
Basque,Agricultural biotechnology,grammar induction,0
Basque,Agricultural biotechnology,sentence breaking ,0
Basque,Agricultural biotechnology,parsing,0
Basque,Agricultural biotechnology,lexical semantics,0
Basque,Agricultural biotechnology,distributional semantics,0
Basque,Agricultural biotechnology,named entity recognition,0
Basque,Agricultural biotechnology,sentiment analysis,0
Basque,Agricultural biotechnology,terminology extraction,0
Basque,Agricultural biotechnology,word-sense disambiguation,0
Basque,Agricultural biotechnology,entity linking,0
Basque,Agricultural biotechnology,multiword expressions,0
Basque,Agricultural biotechnology,relationship extraction,0
Basque,Agricultural biotechnology,semantic parsing,0
Basque,Agricultural biotechnology,semantic role labelling,0
Basque,Agricultural biotechnology,coreference resolution,0
Basque,Agricultural biotechnology,discourse analysis,0
Basque,Agricultural biotechnology,implicit semantic role labelling,0
Basque,Agricultural biotechnology,recognizing textual entailment,0
Basque,Agricultural biotechnology,topic segmentation,0
Basque,Agricultural biotechnology,argument mining,0
Basque,Agricultural biotechnology,anaphora resolution,0
Basque,Psychology,optical character recognition,0
Basque,Psychology,speech recognition,0
Basque,Psychology,speech segmentation,0
Basque,Psychology,text-to-speech,0
Basque,Psychology,word segmentation,0
Basque,Psychology,lemmatization,0
Basque,Psychology,morphological segmentation,0
Basque,Psychology,part-of-speech tagging,0
Basque,Psychology,stemming,0
Basque,Psychology,grammar induction,0
Basque,Psychology,sentence breaking ,0
Basque,Psychology,parsing,1
Basque,Psychology,lexical semantics,0
Basque,Psychology,distributional semantics,0
Basque,Psychology,named entity recognition,0
Basque,Psychology,sentiment analysis,0
Basque,Psychology,terminology extraction,0
Basque,Psychology,word-sense disambiguation,0
Basque,Psychology,entity linking,0
Basque,Psychology,multiword expressions,0
Basque,Psychology,relationship extraction,0
Basque,Psychology,semantic parsing,0
Basque,Psychology,semantic role labelling,0
Basque,Psychology,coreference resolution,0
Basque,Psychology,discourse analysis,0
Basque,Psychology,implicit semantic role labelling,0
Basque,Psychology,recognizing textual entailment,0
Basque,Psychology,topic segmentation,0
Basque,Psychology,argument mining,0
Basque,Psychology,anaphora resolution,0
Basque,Cognitive sciences,optical character recognition,0
Basque,Cognitive sciences,speech recognition,0
Basque,Cognitive sciences,speech segmentation,0
Basque,Cognitive sciences,text-to-speech,0
Basque,Cognitive sciences,word segmentation,0
Basque,Cognitive sciences,lemmatization,0
Basque,Cognitive sciences,morphological segmentation,0
Basque,Cognitive sciences,part-of-speech tagging,0
Basque,Cognitive sciences,stemming,0
Basque,Cognitive sciences,grammar induction,0
Basque,Cognitive sciences,sentence breaking ,0
Basque,Cognitive sciences,parsing,0
Basque,Cognitive sciences,lexical semantics,0
Basque,Cognitive sciences,distributional semantics,0
Basque,Cognitive sciences,named entity recognition,0
Basque,Cognitive sciences,sentiment analysis,0
Basque,Cognitive sciences,terminology extraction,0
Basque,Cognitive sciences,word-sense disambiguation,0
Basque,Cognitive sciences,entity linking,0
Basque,Cognitive sciences,multiword expressions,0
Basque,Cognitive sciences,relationship extraction,0
Basque,Cognitive sciences,semantic parsing,0
Basque,Cognitive sciences,semantic role labelling,0
Basque,Cognitive sciences,coreference resolution,0
Basque,Cognitive sciences,discourse analysis,0
Basque,Cognitive sciences,implicit semantic role labelling,0
Basque,Cognitive sciences,recognizing textual entailment,0
Basque,Cognitive sciences,topic segmentation,0
Basque,Cognitive sciences,argument mining,0
Basque,Cognitive sciences,anaphora resolution,0
Basque,Economics,optical character recognition,0
Basque,Economics,speech recognition,0
Basque,Economics,speech segmentation,0
Basque,Economics,text-to-speech,0
Basque,Economics,word segmentation,0
Basque,Economics,lemmatization,0
Basque,Economics,morphological segmentation,0
Basque,Economics,part-of-speech tagging,0
Basque,Economics,stemming,0
Basque,Economics,grammar induction,0
Basque,Economics,sentence breaking ,0
Basque,Economics,parsing,0
Basque,Economics,lexical semantics,0
Basque,Economics,distributional semantics,0
Basque,Economics,named entity recognition,0
Basque,Economics,sentiment analysis,0
Basque,Economics,terminology extraction,0
Basque,Economics,word-sense disambiguation,0
Basque,Economics,entity linking,0
Basque,Economics,multiword expressions,0
Basque,Economics,relationship extraction,0
Basque,Economics,semantic parsing,0
Basque,Economics,semantic role labelling,0
Basque,Economics,coreference resolution,0
Basque,Economics,discourse analysis,0
Basque,Economics,implicit semantic role labelling,0
Basque,Economics,recognizing textual entailment,0
Basque,Economics,topic segmentation,0
Basque,Economics,argument mining,0
Basque,Economics,anaphora resolution,0
Basque,Business,optical character recognition,0
Basque,Business,speech recognition,0
Basque,Business,speech segmentation,0
Basque,Business,text-to-speech,1
Basque,Business,word segmentation,0
Basque,Business,lemmatization,0
Basque,Business,morphological segmentation,0
Basque,Business,part-of-speech tagging,0
Basque,Business,stemming,0
Basque,Business,grammar induction,0
Basque,Business,sentence breaking ,0
Basque,Business,parsing,3
Basque,Business,lexical semantics,0
Basque,Business,distributional semantics,0
Basque,Business,named entity recognition,0
Basque,Business,sentiment analysis,2
Basque,Business,terminology extraction,0
Basque,Business,word-sense disambiguation,0
Basque,Business,entity linking,0
Basque,Business,multiword expressions,0
Basque,Business,relationship extraction,0
Basque,Business,semantic parsing,0
Basque,Business,semantic role labelling,0
Basque,Business,coreference resolution,0
Basque,Business,discourse analysis,0
Basque,Business,implicit semantic role labelling,0
Basque,Business,recognizing textual entailment,0
Basque,Business,topic segmentation,0
Basque,Business,argument mining,0
Basque,Business,anaphora resolution,0
Basque,Finance,optical character recognition,0
Basque,Finance,speech recognition,0
Basque,Finance,speech segmentation,0
Basque,Finance,text-to-speech,0
Basque,Finance,word segmentation,0
Basque,Finance,lemmatization,0
Basque,Finance,morphological segmentation,0
Basque,Finance,part-of-speech tagging,0
Basque,Finance,stemming,0
Basque,Finance,grammar induction,0
Basque,Finance,sentence breaking ,0
Basque,Finance,parsing,0
Basque,Finance,lexical semantics,0
Basque,Finance,distributional semantics,0
Basque,Finance,named entity recognition,0
Basque,Finance,sentiment analysis,0
Basque,Finance,terminology extraction,0
Basque,Finance,word-sense disambiguation,0
Basque,Finance,entity linking,0
Basque,Finance,multiword expressions,0
Basque,Finance,relationship extraction,0
Basque,Finance,semantic parsing,0
Basque,Finance,semantic role labelling,0
Basque,Finance,coreference resolution,0
Basque,Finance,discourse analysis,0
Basque,Finance,implicit semantic role labelling,0
Basque,Finance,recognizing textual entailment,0
Basque,Finance,topic segmentation,0
Basque,Finance,argument mining,0
Basque,Finance,anaphora resolution,0
Basque,Tourism,optical character recognition,0
Basque,Tourism,speech recognition,0
Basque,Tourism,speech segmentation,0
Basque,Tourism,text-to-speech,0
Basque,Tourism,word segmentation,0
Basque,Tourism,lemmatization,0
Basque,Tourism,morphological segmentation,0
Basque,Tourism,part-of-speech tagging,0
Basque,Tourism,stemming,0
Basque,Tourism,grammar induction,0
Basque,Tourism,sentence breaking ,0
Basque,Tourism,parsing,0
Basque,Tourism,lexical semantics,0
Basque,Tourism,distributional semantics,0
Basque,Tourism,named entity recognition,0
Basque,Tourism,sentiment analysis,0
Basque,Tourism,terminology extraction,0
Basque,Tourism,word-sense disambiguation,0
Basque,Tourism,entity linking,0
Basque,Tourism,multiword expressions,0
Basque,Tourism,relationship extraction,0
Basque,Tourism,semantic parsing,0
Basque,Tourism,semantic role labelling,0
Basque,Tourism,coreference resolution,0
Basque,Tourism,discourse analysis,0
Basque,Tourism,implicit semantic role labelling,0
Basque,Tourism,recognizing textual entailment,0
Basque,Tourism,topic segmentation,0
Basque,Tourism,argument mining,0
Basque,Tourism,anaphora resolution,0
Basque,Sociology,optical character recognition,0
Basque,Sociology,speech recognition,0
Basque,Sociology,speech segmentation,0
Basque,Sociology,text-to-speech,0
Basque,Sociology,word segmentation,0
Basque,Sociology,lemmatization,0
Basque,Sociology,morphological segmentation,0
Basque,Sociology,part-of-speech tagging,0
Basque,Sociology,stemming,0
Basque,Sociology,grammar induction,0
Basque,Sociology,sentence breaking ,0
Basque,Sociology,parsing,0
Basque,Sociology,lexical semantics,0
Basque,Sociology,distributional semantics,0
Basque,Sociology,named entity recognition,0
Basque,Sociology,sentiment analysis,0
Basque,Sociology,terminology extraction,0
Basque,Sociology,word-sense disambiguation,0
Basque,Sociology,entity linking,0
Basque,Sociology,multiword expressions,0
Basque,Sociology,relationship extraction,0
Basque,Sociology,semantic parsing,0
Basque,Sociology,semantic role labelling,0
Basque,Sociology,coreference resolution,0
Basque,Sociology,discourse analysis,0
Basque,Sociology,implicit semantic role labelling,0
Basque,Sociology,recognizing textual entailment,0
Basque,Sociology,topic segmentation,0
Basque,Sociology,argument mining,0
Basque,Sociology,anaphora resolution,0
Basque,Political Science,optical character recognition,0
Basque,Political Science,speech recognition,0
Basque,Political Science,speech segmentation,0
Basque,Political Science,text-to-speech,0
Basque,Political Science,word segmentation,0
Basque,Political Science,lemmatization,0
Basque,Political Science,morphological segmentation,0
Basque,Political Science,part-of-speech tagging,0
Basque,Political Science,stemming,0
Basque,Political Science,grammar induction,0
Basque,Political Science,sentence breaking ,0
Basque,Political Science,parsing,0
Basque,Political Science,lexical semantics,0
Basque,Political Science,distributional semantics,0
